id,gold,prediction,correct
e4728477-889d-482f-b274-0ff172f97927,Blog,Blog,yes
c1cc2be1-305d-41c4-a7d2-0c901b4f2460,Blog,Blog,yes
acc5b2a6-0bf9-4c04-97f6-fdff0b8cf23a,Blog,Blog,yes
388b5d52-51aa-4a5f-b1de-79423558facf,Blog,Blog,yes
745c6080-0234-4c3f-ab2c-e4fd5f2a7386,News,News,yes
3a183a39-ac38-4f22-8d6d-e5753c245e72,Blog,Blog,yes
78265b26-5071-4430-812e-51407189f251,News,News,yes
54d59935-9d82-468c-9823-5cb8da9777f0,Blog,Blog,yes
c92aa4ee-48d1-42dd-aa2b-f08730c6ec9d,Blog,Blog,yes
72969438-9101-4807-be35-525245c095e5,Blog,Blog,yes
1253d0a4-107e-4462-8912-d12aa8b8043d,News,News,yes
755ec113-ca60-4d89-8f4d-19019c30c758,News,News,yes
d906fdcb-0802-47ac-a0e7-85219aab3b06,Blog,Blog,yes
c204d73c-e5d6-4848-b6a6-aa9c0ff8070d,Blog,Blog,yes
abb6890e-e328-4712-be10-21ead4407e5e,Blog,Blog,yes
712fb8c8-3832-4868-ad85-3c217d0b624b,Blog,Blog,yes
195db8de-e8b6-446c-a554-730d91477a9b,Blog,Blog,yes
ebac98c3-1254-4443-880b-589146a14e4a,Blog,News,no
0667271f-962d-47f6-beee-1a1fabfdb1b6,Blog,Blog,yes
50b11350-f9e3-437f-b91c-1ca7723e681a,Blog,News,no
b304e99b-2978-4f2e-8c1e-2bd7e52e5355,Blog,Blog,yes
d5610375-8a3d-4b88-8b7e-37d9dcba3ff2,Blog,Blog,yes
ed61e381-fe17-4e54-b26a-8886bcb05864,News,News,yes
a4f780af-a910-436a-9b3b-1002490c720d,News,News,yes
4bd8c460-25c3-4f00-816e-330e8afce938,Blog,Blog,yes
f1f6590b-bbf6-4421-9931-c51d75b6cb31,News,News,yes
e87616bb-b731-4cf4-b3ae-bd1e4fe039fe,Blog,Blog,yes
62ce70bb-4bb8-4202-937d-8888fa286626,Blog,Blog,yes
b97a31c4-bfee-443d-a495-6e243486a638,News,News,yes
da4b980a-d524-4339-b82b-49e82282bd52,Blog,Blog,yes
1e5a2327-2866-42fe-a62e-97c9a799cf31,Blog,News,no
6b738101-eb70-4dc1-aa7d-fbf2c10f2f28,News,Blog,no
faa85346-779c-4609-9f59-5dd23494fad0,News,News,yes
ea5e5e46-2329-4bf6-a792-5178a057610c,News,News,yes
b09490d5-2f28-494a-b301-f3eeb5820637,Blog,Blog,yes
30401f31-8f28-422a-9e8a-0a23043082b4,Blog,Blog,yes
551834e3-37fd-4d65-8538-a60b3dfc9669,News,News,yes
c7b7ddef-aef9-40e3-9d1e-c7bf56ca8462,Blog,Blog,yes
68f5e988-d1eb-4d0d-a116-3d1520533a1f,Blog,News,no
94d687b3-7e3e-4469-a0f8-c7c60b29f9e1,News,News,yes
1ee3007b-4af2-4d2a-890e-da5b62f0ecee,Blog,Blog,yes
02ee1bb8-7057-4b37-a702-cacf3a458db3,News,News,yes
d0015d3b-69b7-4c05-bbd7-65daa1ca090a,Blog,Blog,yes
7965b022-8a6b-492b-82eb-62c5ba0a550c,Blog,Blog,yes
51f874fb-db72-4f6b-9ad5-569a8d85abda,News,News,yes
2507fef2-4f7c-4d2f-9243-471b74414ecd,Blog,Blog,yes
e3a0a87d-f81f-46ec-a38c-25d9671d0a6a,Blog,Blog,yes
7f3b2875-c038-4c7f-bcad-85eb4e0abaf9,News,News,yes
83b98a20-c12d-4937-beb4-f2ae8ed509d8,Blog,Blog,yes
1de9c555-f04c-4203-af1f-87293db980c7,Blog,News,no
bb225586-de8e-4d48-b88b-83a46fd2ccfe,News,News,yes
b006241e-770d-4e1a-8a5c-cb8c949379b9,Blog,Blog,yes
a22acc97-f109-4503-9cc3-baa20384d78f,News,Blog,no
b2b665b2-315d-4d6c-bc0c-88490736d1c4,Blog,News,no
05efae16-7289-468c-a040-fabd4ee2bff8,Blog,Blog,yes
9e8ddf79-5059-4451-b951-60fb799a7988,Blog,Blog,yes
9297e947-bd06-402f-b4c5-72b6a287f550,News,News,yes
3cfee7e4-7d1b-45e3-bf19-50696d987f16,Blog,Blog,yes
2c09e036-eed0-49ef-a627-b643564ff4bc,Blog,Blog,yes
3512af0f-828e-4330-a42e-03c01963c6cd,News,News,yes
3d692190-474d-4e67-b34a-0e520465691c,News,Blog,no
da85672d-c369-4bb8-b766-6c5da0f62a31,Blog,Blog,yes
2ef55014-76cf-4012-b8e4-09304eff642d,Blog,Blog,yes
037f13f5-a997-423f-a062-9435ea317424,News,Blog,no
bfcf0b4b-5234-47b9-864a-3efca4259d87,Blog,Blog,yes
1f1bdc46-19c7-428d-9efe-2fc04401c367,Blog,Blog,yes
3857494d-0a1a-477e-9bc4-a7da7dc932d1,Blog,News,no
f1869e36-57e2-4be2-b955-5bc52b73765a,Blog,Blog,yes
972e9863-fd5f-4a4f-ab35-fb519e0fbd2e,Blog,News,no
5c5b149d-ae87-4bd9-8d5a-ecabc20882ce,News,News,yes
2bd24029-3e98-403b-99d1-32df43a90391,Blog,Blog,yes
4ac4d081-7e96-4b56-9bff-ba7b54af9ef8,Blog,Blog,yes
7005a0ca-f751-4196-a528-d833d0d76d88,News,News,yes
eb674428-db50-4d8f-a446-216ff1150234,Blog,Blog,yes
d89f212b-488f-4098-a96b-9c64e54d3451,Blog,News,no
05fdddd8-626d-48ca-89c5-b353383c298a,Blog,Blog,yes
126d3027-057d-4d26-a76d-0763e0b3562c,Blog,Blog,yes
3b32a1a6-00b0-4b2d-8ec2-80ee26683a94,News,News,yes
75ec041d-ecf0-4681-a9df-f323d7c87466,News,News,yes
44501da5-e4ed-45d5-838d-a70b5b543262,Blog,Blog,yes
6b17c540-3b3e-4f55-b52c-3feaef40c4d9,Blog,News,no
70a0a876-5018-4e7f-9226-d9857aaf53ba,Blog,Blog,yes
721ff1a3-75b0-4bb2-ba22-9b12d49ee4ed,News,News,yes
b004838b-7f34-4279-a4c5-da3a1ccdd326,News,News,yes
4b446a72-8a56-401f-baf4-bf02c3c584a9,Blog,Blog,yes
0494a5b5-445b-4a14-a0c1-00299c8d2732,Blog,Blog,yes
8dcaf391-5ea6-41bb-9c31-32ee78b86696,News,News,yes
41f883e8-8bea-4f25-bd8c-676cf8a9ea29,News,News,yes
bca5b261-b295-411f-be61-c97cc3b44acd,Blog,Blog,yes
5f4528d6-b39d-49dc-a52a-1f0b1387f524,Blog,Blog,yes
d9778c91-2581-43f0-a7f1-e7aa32397853,Blog,News,no
fba6d238-6e1e-46b4-a348-900017d82685,News,News,yes
4c16fa43-f47f-46f0-b805-79545b3ffc8e,News,Blog,no
00fdd06c-c12d-4e03-9a8c-30abf25d3936,News,News,yes
51248de3-f643-46e5-b8cf-2b3cbb622991,Blog,Blog,yes
737e1b17-5b5f-4897-9569-eff5652c4e3e,News,News,yes
8f36ca0d-44b4-44dd-936e-ac66c6d940b3,Blog,Blog,yes
c298d1e5-2f20-465b-b269-a453a85414ef,Blog,Blog,yes
50f99dd1-b2fe-4e6d-822e-1c5e31782a0f,News,News,yes
25ccdcf0-ec07-479e-8f88-00c1f2b05d4f,Blog,Blog,yes
703309f7-86e9-45b4-a646-2d533844a375,News,News,yes
9a4f46cf-fd2a-41fe-a56c-52b6d813b996,Blog,Blog,yes
91e53664-db12-4714-b7f5-fa0065ce9a1a,News,Blog,no
10b89492-5887-410d-974c-eb9411f93721,Blog,Blog,yes
e3d83e67-6a3a-4fec-8495-e18299704dbb,News,Blog,no
ac764ebc-8b2b-45ee-9575-fe4c88b53c8a,News,News,yes
1efd4736-3455-482b-ab53-7acfe44ab2d6,Blog,Blog,yes
b2e2c8d7-403a-4b3c-88a9-23539e3e3563,Blog,Blog,yes
548a187f-de92-45c4-b4de-a8305ba4d5e3,News,News,yes
49432b54-603e-400c-b15a-4558ee8b020e,News,Blog,no
8c31f5a0-fbd9-414a-be5a-28cf393c1924,News,News,yes
8c062a0d-3a53-4464-ac85-9b12adf09e3c,Blog,News,no
77945c77-4035-4913-bd85-63449267fb2e,News,News,yes
4ce560b2-2321-442c-86f1-0fffc7c617a9,Blog,News,no
a282a5fc-62bc-4e81-8128-fffca8e37850,Blog,Blog,yes
6dbf59a8-e578-4672-9a67-db75e4fed736,Blog,News,no
0e938205-326f-4746-be04-3d9534512f86,News,Blog,no
5def5b67-b1b1-407a-8d5f-0c753af70865,Blog,Blog,yes
3197b084-d820-4d77-b2ac-a3f3a861d3ae,News,Blog,no
573a2851-41f3-4dd4-85be-ecf279cfe5fd,News,News,yes
bdbbe7aa-d321-43b3-b022-005b0e2f32d2,News,News,yes
64eb398f-5377-4f58-aca4-d9bf2366c731,News,News,yes
68f2e97f-ba03-494f-a30e-6f702a99d7fe,Blog,Blog,yes
090f38cd-aa3d-4f9c-a545-b7f73ba981e4,Blog,Blog,yes
97e67753-b186-4825-9428-e174132ffaf4,Blog,Blog,yes
9ac150eb-d525-41a3-af68-82102edd8c2b,Blog,Blog,yes
86c6cc57-2b4d-4d58-a887-adeb383e21b1,News,News,yes
c00ca451-930d-48fe-9174-97d08b9bca3e,News,News,yes
9bf10f40-3210-4441-94d1-27aa7c358acf,News,News,yes
6644f2de-0619-42ba-8a5a-5c1ca2a7783e,News,News,yes
064964fd-1fae-4b76-9408-7064549ac1ee,Blog,Blog,yes
ec79f066-67e0-4b3a-9687-4f87b1cb6552,News,Blog,no
4ed2bcc5-325e-4a6d-ac54-44bf14eee7a7,Blog,News,no
2a0daa47-f4b7-4aa0-be46-ebf214a21138,News,News,yes
23b5bd60-8dd7-4978-b028-36772b5d7283,News,News,yes
6b5edf78-f388-4e1b-bcc9-bd9f9c89f346,News,Blog,no
fa85d78c-763e-472c-81b1-7047e264f96b,News,News,yes
3c9d73ee-1549-4f2d-8cc8-ead6679b2cdb,Blog,News,no
74332f40-7f4f-4d27-be54-be144da44f03,Blog,Blog,yes
a8420a41-e6f9-4e81-a8ba-10b7d4f49669,Blog,News,no
681fe04f-7581-455f-86aa-6f877bd460e4,News,Blog,no
6ed294c0-c3ff-46c1-958c-6b26c5af57d7,News,Blog,no
1d47fcdc-0fa1-4c9e-b828-12d7be83c8da,Blog,Blog,yes
1d435016-6f32-45b1-893f-e342ac977ac2,News,Blog,no
d9110b61-8108-4553-ba42-c7ed93d0a6c1,News,Blog,no
9e739591-f7ff-492d-8f41-5eb69302ce6f,Blog,Blog,yes
6d864116-467a-4fea-b69e-c3ead5d78c5e,News,News,yes
d3f87316-303f-4402-8514-7bcdbd33f863,Blog,Blog,yes
75eee33b-07ca-4904-8217-e77df19c1311,Blog,News,no
66ab56b8-5fcb-4481-9342-145357458112,Blog,Blog,yes
ab22447c-7e3f-4ee1-b733-ef74292f76e6,Blog,News,no
2413a4d5-c689-45e8-96c7-28632c20e2b9,Blog,Blog,yes
9d6bd6a5-9f0f-4a06-82d1-ae766a4b2561,News,News,yes
1142d9d6-4859-498b-b9c3-a5ab694f4043,Blog,Blog,yes
c25dca89-eff9-4185-bc8e-e161add8ac5f,News,Blog,no
16871e49-86fb-4e1f-a0bf-6866a6d1f591,News,News,yes
d5509cf8-7ef4-4a7c-ae09-45f63154ecb1,Blog,Blog,yes
50d47efc-a7f9-4602-8990-2798d42654e4,Blog,Blog,yes
d0bb81e7-63b7-42e3-9c28-a487d923474c,Blog,Blog,yes
439f1c5d-5cbd-4400-8669-378339e50a32,Blog,Blog,yes
30290e0e-4c3a-49cd-a05d-170c38f2b655,Blog,News,no
af4461d8-0ade-4df3-a0f8-bf3cec97bfaf,News,Blog,no
2c4b1a60-fde6-402a-9052-915dcc1a18cc,Blog,Blog,yes
53ee2a5a-b1c9-4a71-ae81-cdd415edd896,Blog,News,no
02076ac5-bf6c-4029-9427-d7e738377503,Blog,Blog,yes
b5acf543-c9db-4fa2-8f47-dd9860ec079d,News,News,yes
1023f231-221b-485f-8fdc-0ac6008853ef,News,News,yes
f5ef5da7-183d-4d5e-845b-25ded532be08,Blog,Blog,yes
8544b8f9-658f-421e-8a35-776c21d1bedc,Blog,Blog,yes
c266aa90-b9da-4601-96bc-2dfaa04676e2,News,News,yes
d2883f24-63ae-4ecf-ab29-5fb7e130817e,Blog,Blog,yes
a452cff7-5361-407c-bf28-e8dc31b16ed7,Blog,Blog,yes
d6c6f001-da7d-4d55-9b99-8b888bd97359,News,News,yes
a8062744-917d-471b-b725-94d7ae41a3a1,News,News,yes
12c78f69-4508-4710-b4b9-41b8f40fa54f,News,News,yes
a01e0117-92e0-4d76-b561-33ff59491b18,Blog,Blog,yes
76a9cbb7-ec98-44f3-ac2e-e7aa61d0378b,Blog,News,no
ccd08ec0-6b7a-4c62-81f0-3def3f650b80,Blog,Blog,yes
4cd29c1e-d8a8-4ef0-b2ed-6ae776f9d3b8,News,Blog,no
bb39e4dd-ab30-4db2-b548-19d145c3cc1c,News,Blog,no
7ce3a3ba-f0c9-4448-897f-4f563fe84130,News,News,yes
1043144e-032c-4afb-bc9e-d89ebdc7a2cc,News,News,yes
4f963d80-2e18-4d5a-af9d-fa6e137b6b0c,Blog,Blog,yes
6200808b-02a4-4fdc-8d99-8489aced90eb,Blog,Blog,yes
fddfa2f3-79ea-46dc-bf24-6fe8fbc86029,News,Blog,no
9f64c1f0-7002-48b7-ae41-f040fc1ab8c5,Blog,Blog,yes
9c34a264-934a-4c09-9db2-99f03713df49,Blog,Blog,yes
3b4ab0e7-b7cc-4290-8c5e-1e75fbc27568,News,News,yes
961bab1d-6f81-4c91-b89f-7a4e3f498cfd,News,News,yes
ba0486b6-c015-4493-98b2-03b95b55530d,News,News,yes
ac19f010-6b5e-421c-945e-c3cbedb8e891,News,News,yes
96401689-25aa-4734-b2bf-e612f0f8b56d,Blog,Blog,yes
7de00653-197e-431a-8937-542482e114ff,News,News,yes
0f877f1d-4382-4ebf-ac67-90d6e8777e00,News,News,yes
6292f80a-0ea9-4872-8bbe-45e628932d49,News,News,yes
4491eb0e-0779-475e-b987-3b4db884b1ae,News,News,yes
79521f18-2bf0-4ce5-9a60-9839dcc67a24,Blog,News,no
7c10720c-4d48-4554-99d8-4209ff52f787,News,News,yes
dde4d20e-a611-4f5c-b28b-4e2a26c0fd15,News,News,yes
37d3576f-1a66-422f-b730-9d795e78ae44,Blog,Blog,yes
8cbdfc1e-d836-4b4d-bbed-58d4be0e7370,Blog,News,no
d99952f7-95c6-47af-a13a-0632b02e9b96,News,News,yes
d62202e0-d448-4ed2-a53a-5af5ae7ebcc5,Blog,Blog,yes
7611ab9f-64fe-4369-9af9-87becee40c99,News,News,yes
2999da61-fc12-42f0-93a8-c361bb664a49,Blog,Blog,yes
0ebf64f9-77c7-4221-bfff-5882a222548b,News,News,yes
a6d61268-2b13-4eff-8862-5cdcc5e083e8,Blog,Blog,yes
e317c43c-e627-456f-97ee-042da0d5de9f,News,News,yes
b38a93f0-1dcc-4e44-b781-fb6af98352b7,News,News,yes
bbe2a7f9-8a35-4e4c-84e5-1a2f803c727b,News,News,yes
ba1a32e2-0186-4c06-b1b8-314ef684b5e4,News,News,yes
322c0fa7-65bf-42ea-bbce-85a66184ae4b,Blog,Blog,yes
ebfd09b2-2f10-494c-9814-33f3a9e0f6f3,News,News,yes
4f29bab0-5e41-4cc1-aa00-cf2b4d8028aa,Blog,News,no
91e62755-bede-4d79-8f74-b5663c718efd,News,News,yes
9f74fc32-6e3c-4c26-9aaf-8bd1e6437931,News,News,yes
18b17c53-c707-4f08-9974-77611e47a5a5,Blog,Blog,yes
4729bc1c-0078-4b60-bb60-4431ba845129,News,Blog,no
63f80a3f-e463-4b15-99c6-89e8ce660d5b,News,News,yes
abc8233f-7128-45d7-9972-558b2d3adf7b,News,Blog,no
688f04e0-6c10-4e19-a5c5-2cb21974298d,Blog,News,no
0e559da3-160d-4425-bd28-69306154b6d7,News,Blog,no
56bcafc1-9fa4-46f9-a1b7-2bcbbca1a8a3,News,News,yes
c4fbdb35-9220-47e5-afce-757c13359e9f,News,News,yes
a4ca28ed-1675-4883-bb15-c03ce65d9a2d,News,News,yes
a9447f33-5629-42bd-bd71-5e6e49702361,News,News,yes
ee9bb333-2695-40de-b779-4499d0d30ef5,Blog,Blog,yes
5d269510-88c9-4cf0-8de5-0b9bf21d1481,Blog,Blog,yes
e7d42459-9835-4434-b2f7-c73276888ec7,News,News,yes
2c0d6e58-a07d-446c-bb11-24957b996388,News,Blog,no
c982f86f-1928-4367-a9ea-bd51d045a9c0,News,Blog,no
24bcf5ce-75da-453f-9d29-1827d3399f3f,News,News,yes
28cf79cb-0646-4a28-9dfc-932b7aefb32e,Blog,Blog,yes
812ccdfc-bf86-48cd-b8e6-1f8bbedcb661,Blog,Blog,yes
1ec0f6ab-7235-4344-89ae-49ccbc36e598,News,News,yes
3e578125-6787-4af2-ad56-597868712d1e,News,News,yes
bb6587a1-9769-4bc5-afec-a1de089990d2,Blog,Blog,yes
a86c7f02-a788-4119-b014-0c8315ea2380,Blog,Blog,yes
789e26fd-f435-439a-b018-fdcbf7832cd3,Blog,Blog,yes
cbbb505f-bad8-40ab-87b8-c01ee25c45fb,Blog,Blog,yes
a36b29e5-fb79-4960-8713-8d948766e027,Blog,Blog,yes
d22fbbbc-0f4f-48d9-a868-e68396e47c80,News,News,yes
75d0b0d7-b2c9-407e-8ce8-5834cd1a0697,Blog,Blog,yes
2d6fe028-16e7-43ef-9ca6-bb6e2c6498a1,News,News,yes
4c2724b8-7948-49a7-b1b4-5c6b980f7ef8,Blog,News,no
6e238503-09ef-4197-9171-1989ad76b36a,News,News,yes
41c31075-c046-4ea4-9d31-da48a6b0b69b,Blog,Blog,yes
9bfe7335-2765-449b-ae8c-1e0784178815,News,News,yes
6a279373-639f-4da7-ae58-5480fbb297a8,Blog,Blog,yes
c3ad1e36-a7b0-493a-92fa-c033168e8789,Blog,News,no
8d45de61-651d-41b0-9a85-03b3920c292f,News,News,yes
97aad081-dea9-49d7-8b54-48f7ef0da727,News,News,yes
26b02a6d-370d-4e80-939d-c7c6ddeec9b2,News,Blog,no
400e4f03-6b3c-496a-ae2d-0471f814b450,News,News,yes
093141d3-4c89-4728-a449-b9228446ed3b,News,News,yes
4c8bd532-8c35-4247-9b71-78da8aa891c1,Blog,News,no
6a4a28a8-1ddc-4a0f-b4c0-2aef5c41f95c,Blog,Blog,yes
efc86866-658c-4652-bd5e-7d1b985512c5,Blog,News,no
a785302e-dad9-4ecb-82c2-4973f605099b,Blog,Blog,yes
7654b59b-3177-4afb-b844-76678775d1de,News,News,yes
a6a14e75-37a1-4f23-8f30-ce0308921cba,Blog,Blog,yes
51cc6ab3-0929-496a-9036-9c982df5da62,News,News,yes
81651ca2-7bfc-4ea2-bdc0-f422d53a6f9f,Blog,Blog,yes
dbb2917e-2eb1-417c-a3b9-0ba9978909f1,Blog,Blog,yes
693e54e4-b587-4f93-bc33-4cf471a4e507,News,News,yes
24f713aa-a704-41ff-95bd-165988f656d3,Blog,Blog,yes
361a6065-6c3b-4719-9a3c-da4d9b00b917,Blog,Blog,yes
aecefb14-dbb8-40da-8da0-9c53dba7ca07,Blog,News,no
c382a6c4-5381-4365-b2b9-b9fd0d40f597,News,News,yes
e3e29f9e-15c8-42da-a97f-f60d9fc354b0,News,Blog,no
d362349a-6f34-4c00-993d-12a2e97a097a,Blog,News,no
cfa3102c-5409-4f71-b2aa-ba67f5ebb1ea,News,Blog,no
66c2180d-df58-41e4-b01c-4c398209023d,Blog,Blog,yes
d0f7008a-a262-4005-858a-07341c43f403,News,News,yes
07f65b12-84e3-4716-8aab-2685613fc4eb,Blog,Blog,yes
7e033ac6-09a4-4f1e-9c7e-e19fd8413f6e,Blog,Blog,yes
4f425271-d75c-4208-bf85-6cf163e17a49,Blog,Blog,yes
cf522361-4097-44b7-bcf1-7fcf0c0657c6,News,News,yes
1f5a8552-460e-46e9-9065-796c3daf9df1,News,News,yes
8ae00a16-395c-4b6c-9455-9f92ecd096b0,Blog,News,no
7f47eaa7-37e8-4749-afc6-a42b82c1620d,News,News,yes
4a49b855-4073-4b53-bdad-8b9988fa23a0,News,News,yes
fc249f50-048d-48ab-b9eb-965e49177ac5,News,Blog,no
01fffa9b-1434-4543-b99f-3ca6463cf584,News,Blog,no
413222e8-3c87-4bc8-89c9-f00bc2d4a172,News,News,yes
99d97319-ea47-4b49-9a9c-c6de30f98b04,News,News,yes
b5afa4d5-f789-4bf2-9edf-5dcb326cec9b,News,News,yes
46488088-3ab7-4daa-ac17-5f4ebecf6f3b,News,News,yes
253c6d9a-b4d1-4fd8-ad69-4885a8741d49,News,Blog,no
940ef8d1-acfd-452e-90dd-9ea39f509eee,News,News,yes
9a686a5b-1a15-4d6d-b4c2-9cb999887662,News,News,yes
ad9992c9-1252-4dca-b899-3d9acfbcb23d,News,News,yes
4ffb0dcf-c328-49f9-9c35-a9b1dceefba6,News,News,yes
8a17f800-cee0-414d-ad7c-33c840eedd72,Blog,Blog,yes
20cac3c5-232e-46b3-8690-d0662ad539ec,Blog,Blog,yes
54113bb7-2f8a-4634-a10c-bbfcf24e92ba,Blog,News,no
c28bbe48-8015-4109-939a-5bd3ae1681a4,News,Blog,no
db0f4df3-a979-45b2-bbce-a2f2af6968a1,News,News,yes
89a0dd71-cfca-4c92-a51b-11300cefcfb4,Blog,Blog,yes
7ee5fef1-9de3-4127-a15e-a2e8df362787,Blog,News,no
6d220e28-666a-42d3-9811-f4d24fa889aa,Blog,Blog,yes
0c62bce0-105f-4a4b-a3df-4eea2793c52f,News,News,yes
5298b28f-1a7c-423b-8b7f-186b21cad785,News,News,yes
1dc2960f-6f76-4d7c-abb7-bb3abb929a49,Blog,News,no
2d0dde87-b885-4868-abb1-0bcb17bf2c59,Blog,Blog,yes
9561b8ef-e330-4650-81f7-9675b4c912f8,News,News,yes
93a0905d-b659-4390-bc4f-997a78a4c70e,Blog,News,no
27ab2996-9db3-4510-bfd3-96e3cc5cd4a7,Blog,Blog,yes
2c55e551-575b-445e-850b-38f14be6a39c,Blog,Blog,yes
37401429-eafd-4db9-b7a3-6c2961bf1872,News,News,yes
a0393f9b-5e10-4ba6-a737-b34477a0c531,Blog,Blog,yes
a16f425c-1b76-4bb4-8f0c-69b8a9e748b0,News,News,yes
0e6443b1-6d24-4990-b4a9-3152b2f40e37,News,News,yes
ea63137f-7f89-419d-8f96-5948d4a6c463,News,News,yes
13f897da-88b6-4e30-9957-c71af7552626,Blog,Blog,yes
2b4af54b-ce8c-4de1-9e1f-b78de04e727d,Blog,Blog,yes
6a8224ed-0ad2-46fa-93df-344d6964da70,News,News,yes
c9a210b1-7993-4c6a-b911-fbea4c6ef154,News,Blog,no
8232180c-01ce-44c7-aaea-fcf66b44c02e,News,News,yes
d9285aad-ecb4-474b-887a-300898a308db,Blog,Blog,yes
9ef2b333-7aee-4109-bbae-560cd5e770d1,News,Blog,no
c45df26f-75c1-476b-908a-e01f1226decf,Blog,News,no
bc2b5daf-053b-4d15-95d9-62007f046e8d,Blog,Blog,yes
17a4c3ca-ce58-4b37-906e-acbf4b852569,Blog,News,no
708337eb-6abc-4633-a122-16f82cf851da,News,News,yes
c066b104-d35b-4e41-96d5-20dc543c6314,News,News,yes
b2d778c7-3ee2-4d83-af30-061ef27b4d3b,Blog,Blog,yes
a9d21b8a-86cc-4498-bfb2-801dfa5419b0,News,News,yes
2b4c1076-77d0-4049-a0f5-36a884471b99,Blog,Blog,yes
f39a9e4e-e41a-41a6-a4aa-bfe04d32a768,News,Blog,no
c009ff1b-bcdd-4318-a7c7-c37184ce6437,Blog,News,no
75187963-9b57-471b-baf4-823e8e3a08dc,Blog,Blog,yes
b8792547-7fa3-42de-b1f5-ce98b5d2df71,News,News,yes
26805cd7-72a6-4802-ab79-c48fb0845c9a,Blog,Blog,yes
359e704e-99a1-4bc1-9497-b9c9628da74e,Blog,News,no
b804af3b-ceca-4101-b9bb-77d10127deee,Blog,Blog,yes
c633f177-b83d-4429-92b4-b1fcb42bbdd8,News,Blog,no
2da7d942-35dc-41fe-befc-c85eb676764f,News,News,yes
2e41a386-81db-47a6-a712-5f8ee67365bb,News,News,yes
a972a696-20b1-4510-b8fb-6fe79d005d9b,News,Blog,no
e8d8ef1a-d17a-4eeb-8e20-6d24a7274699,News,Blog,no
d94da874-42c0-4daf-805d-b5e8eca6f036,News,News,yes
ec6e35e1-126d-4568-9f9b-10920d6b9650,News,News,yes
49aadf19-ab7d-4d5e-ae84-d9d87769ed8a,Blog,Blog,yes
5676104d-c2d0-4b6e-89dd-98f34273dc4d,Blog,Blog,yes
f72a82a1-7a19-4388-93b1-7a2a5dd1d9e5,News,News,yes
07d4fedc-cb2f-44d8-acff-83e437c31414,Blog,Blog,yes
b042f520-7b72-44cc-817a-6221ea528cc1,Blog,Blog,yes
de59f2e5-3154-4b0c-a099-cfe3be7d9bf1,Blog,Blog,yes
d6246cb1-ea0d-4f19-b042-7fcb51f4b7ff,Blog,Blog,yes
245d96fe-3b2c-416e-b06f-ba009309cb01,News,Blog,no
b51d7198-e5f8-42d1-94a6-c90bae291837,News,News,yes
80ef2865-8a29-41f9-b8b0-0c229f7490d0,Blog,Blog,yes
